Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0049367-4,SO0049367,4,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,Not Mentioned - Receiver,Radio - Installed,SO0049367,4,Not Specified,1,PASE,84201898     PASE,BOLT,0.87,0.87,9/2/2023,18.4497,995.2095
SO0055053-1,SO0055053,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,Not Mentioned - Not Mentioned,"Roof Harness - Installed, Antenna - Installed",SO0055053,1,Not Specified,2,PK SYSTEMS,30989452     PASE,GASKET,0.68,0.68,9/2/2023,18.4497,995.2095
SO0055584-10,SO0055584,10,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,Not Mentioned - No Component Mentioned,No Component Mentioned - No Component Mentioned,SO0055584,10,Not Specified,1,PASE,M4444     PICK,O-RING,0.7099,0.7099,9/2/2023,18.4497,995.2095
SO0055584-3,SO0055584,3,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,"Not Mentioned - Boom, Not Raised - Boom",Boom Isolation Valve - Realigned,SO0055584,3,Not Specified,1,PASE,CPS53     PKSYST,SPIRAX CX50 WHEEL OIL 5 GAL,95.6299,95.6299,9/2/2023,18.4497,995.2095
SO0055584-5,SO0055584,5,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,Stripped Thread - Boom,Adjuster - Replaced,SO0055584,5,Not Specified,2,PK SYSTEMS,CNS40     PKSYST,2X2 FLANGE CPG,9.5,9.5,9/2/2023,18.4497,995.2095
SO0058348-1,SO0058348,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,Not Mentioned - Not Mentioned,Boom Recirculation System - Installed,SO0058348,1,Not Specified,1,PASE,32533414     PASE,O-RING,0.68,0.68,9/2/2023,18.4497,995.2095
SO0058358-1,SO0058358,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,Fuel Leak - Seperator,No Component Mentioned - No Component Mentioned,SO0058358,1,Not Specified,2,PASE,PI444795S     PKSYST,NUT,2.56,2.56,9/2/2023,18.4497,995.2095
SO0058395-1,SO0058395,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,Fuel Pressure Loss - Machine,Filter - Replaced,SO0058395,1,Not Specified,1,PASE,84020229     PASE,"COUPLER,2 IN MANIFOLD",10.76,10.76,9/2/2023,18.4497,995.2095
SO0058400-1,SO0058400,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,Missed - Pad,"Skid Rubber Pad - Installed, Bolt - Retightened",SO0058400,1,Not Specified,1,PASE,444453     PASE,PIN,36.09,36.09,9/2/2023,18.4497,995.2095
SO0058402-2,SO0058402,2,4/14/2023,PASEIH,9861,SPRAYS,,YPT056185,10,Hyd. Leak,O-RING IS CAUSING LEAK AT HOSE FITTING,"FLOW RATE TO LOCATE LOCATION OF LEAK. HYDRAULIC CONNECTION REMOVED, THERE WAS A LEAK. DUE TO THE TENSION, BOTH ENDS OF THE HOSE HAD TO BE REMOVED AND THE CONNECTOR WAS REMOVED OUT OF THE WAY. Drain the oil from the pipe. THERE WAS NO O-RING IN THE LEAKING CONNECTION. INSTALLED NEW O-RING IN FITTI",Leak - Hose,"Line - Replaced, Line - Rerouted, Machine - Tested",SO0058402,2,Not Specified,4,PASE,84529341     PASE,O-RING,5.6,3.96,5/9/2023,1.1998,191.46
SO0058404-1,SO0058404,1,5/5/2023,PASEIH,9861,SPRAYS,,YPT056717,72,OIL DRIPPING FROM BOTTOM OF MACHINEPICTURES INCLUDED,O-RING ON MALE QUICK CONNECT STICKING OUT OF FITTING.,CUSTOMER CARE 14 MILES. O-RING ON QUICK CONNECTION WITH MALE EXCLUSION. THE PARTS DO NOT REPRESENT THIS QUICK COUPLING. DISASSEMBLY AND FIT O-RING. FILL HYDRAULIC TANK. RUNNING TEST.,Inoperative - Sensor,"Sensor - Replaced, Sensor - Recalibrated",SO0058404,1,Not Specified,0,PASE,32198544     PASE,O-RING,0,0,5/15/2023,1.52,358.28
SO0058406-1,SO0058406,1,5/5/2023,PASEIH,9861,SPRAYS,,YPT056717,72,OIL DRIPPING FROM BOTTOM OF MACHINEPICTURES INCLUDED,O-RING ON MALE QUICK CONNECT STICKING OUT OF FITTING.,CUSTOMER CARE 14 MILES. O-RING ON QUICK CONNECTION WITH MALE EXCLUSION. THE PARTS DO NOT REPRESENT THIS QUICK COUPLING. DISASSEMBLY AND FIT O-RING. FILL HYDRAULIC TANK. RUNNING TEST.,Not Updated - Hood,"Bracket - Installed, Nut - Retightened",SO0058406,1,Not Specified,1,PASE,32494340     PASE,OIL HV46 5GAL HYDRAULIC,120.12,92.09,5/15/2023,1.52,358.28
SO0058466-1,SO0058466,1,5/5/2023,PASEIH,9861,SPRAYS,,YPT056717,72,OIL DRIPPING FROM BOTTOM OF MACHINEPICTURES INCLUDED,O-RING ON MALE QUICK CONNECT STICKING OUT OF FITTING.,CUSTOMER CARE 14 MILES. O-RING ON QUICK CONNECTION WITH MALE EXCLUSION. THE PARTS DO NOT REPRESENT THIS QUICK COUPLING. DISASSEMBLY AND FIT O-RING. FILL HYDRAULIC TANK. RUNNING TEST.,Leak - Bin,"Steel Line - Replaced, Rubber Hose - Replaced",SO0058466,1,Not Specified,1,PASE,442-4429-732     PASE,O-RING,2.74,1.12,5/15/2023,1.52,358.28
SO0058466-2,SO0058466,2,5/5/2023,PASEIH,9861,SPRAYS,,YPT056717,72,OIL DRIPPING FROM BOTTOM OF MACHINEPICTURES INCLUDED,O-RING ON MALE QUICK CONNECT STICKING OUT OF FITTING.,CUSTOMER CARE 14 MILES. O-RING ON QUICK CONNECTION WITH MALE EXCLUSION. THE PARTS DO NOT REPRESENT THIS QUICK COUPLING. DISASSEMBLY AND FIT O-RING. FILL HYDRAULIC TANK. RUNNING TEST.,Not Mentioned - Chassis,"Right Rear Axle Sensor - No Fix Condition, Left Rear Axle Adjust Sensor - No Fix Condition, Alarm - No Fix Condition, Left Rear Wheel Motor - No Fix Condition, Left Front Wheel Motor - No Fix Condition, Right Rear Wheel Motor - No Fix Condition",SO0058466,2,Not Specified,0,PASE,442-4429-733     PASE,ORING,0,0,5/15/2023,1.52,358.28
SO0058466-3,SO0058466,3,5/16/2023,PASEIH,9861,SPRAYS,,YPT056185,22,OIL LEAK,BLOWN ORING,Truck loaded and driven to sprayer. Got to the sprayer and started looking for a leak. O-ring piece was sticking out of the fitting. Disconnected hose removed from fitting. Fitting removed from adapter. Damaged O-ring looked up. Oring part number matched the O-ring from the kit on T,Not Mentioned - Not Mentioned,"Drybox - No Fix Condition, Drybox - Deactivated, Drybox - Reset, Liquid System - Activated, Chassis Liquid System - Reconnected",SO0058466,3,Not Specified,2,PASE,37834538     PASE,OIL HV46 5GAL HYDRAULIC,240.24,169.0099,7/12/2023,6.9199,1312.01
SO0058466-4,SO0058466,4,5/16/2023,PASEIH,9861,SPRAYS,,YPT056185,22,HARNESS BROKE,POOR MATERIAL IN HARNESS,I was out on the farm replacing the NCV wiring harness on the left boom between the outer boom and the center boom fold because the main boom was cracked. I unhooked the NCVs on this harness and cut the zippers. I removed the old wiring harness and installed a new wiring harness. I have a zipper,Calibration Issue - Drive System,Block - Replaced,SO0058466,4,Not Specified,1,PASE,84049493     PASE,HARNESS  WIRE,670.32,415.3,7/24/2023,5.6299,1542.29
SO0058466-5,SO0058466,5,5/16/2023,PASEIH,9861,SPRAYS,,YPT056185,22,RINSE TANK LEAK,SIGHT GLASS TUBE IS LEAKING,"TOTAL MILES: 160 KM IN: 181342 KM OUT: 181502 LOCATION: 1701 US HWY 14 W HURON SD TO 43.76885, -98.97190 DRIVE TIME TO NOT INSPECTED SIGHT PIPE FOR LEAK. PIPE LEAKING FROM THE CONNECTIONS. OLD PIPE FROM TOP AND SOLVED LOWER CONNECTION. CLEANED","Communication Loss - Not Mentioned, Not Mentioned - Not Mentioned",Harness - Repaired,SO0058466,5,Not Specified,1,PASE,1344058394     PASE,HOSE,13.17,9.29,9/19/2023,3,957.8099
SO0058466-6,SO0058466,6,5/23/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,THE LIGHTS ON BOOM CLOSES TO CENTER PIVOT WERE MOUNTED UNDER SPRAY TIPS. SPRAY PATTERN WAS MESSED UP.AUTO FOLD AND AUTO BOOM WAS NOT SET . RIGHT BOOM WAS LOW FOR BOTH FUNCTIONS. THE CENTER BOOM ALSO HAD TO BE SET. LEFT BOOM HAD A LEAK AT A CONNECTOR.  THE,Unknown,"Moving lights mounted on boom. OUT FROM UNDER THE SPRAY NOZZLE. IF LEFT BOOM PRODUCT LEAKS, TIGHTEN CONNECTION. IF THE CONE BODY LEAKS, DISMANTLE THE TARGET BODY. PARTIALLY REMOVE PLASTIC. DEACON LIGHT INSTALLED.",Inoperative - Suspension,Manifold - Replaced,SO0058466,6,PUT 50 GAL. OF FUEL IN,1,PASE,25509571Q     PASE,ANTIFREEZE 1 GAL,19,11.46,5/31/2023,25.5999,3283.1798
SO0058466-7,SO0058466,7,5/23/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,INSTALL 5 WAY NOZZLE BODIES,Unknown,65 INSTALL 5-WAY NOZZLE BODY. 7 THE 5-WAY NOZZLE BODY COULD NOT BE INSTALLED. Because of the release issues.  Place additional bodies in the toolbox. WE HAVE 1 BODY ON ORDER. IT WAS BROKEN.,Inoperative - Tarp,"Control Box - Replaced, Fuse - Tested",SO0058466,7,Not Specified,4,PASE,37834140     PASE,SPRAY,38.8,26.68,5/31/2023,10.8599,1342.9198
SO0058466-8,SO0058466,8,5/23/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,LEAKING OIL AT STEERING HAND PUMP.  SEE PICTURE,Unknown,The hose could not be separated from the T-piece. HOSE ATTACHED TO TEE REMOVED. ATTEMPT TO REMOVE THE T-CLAP HOSE FROM THE VICE. The hose could not be pushed in far enough to release the retaining fingers. I then tried unscrewing the coupling end. Order the appropriate hose,"Broken - Harness, Failed - Sensor","Harness - Repaired, Sensor - Sent",SO0058466,8,Not Specified,1,PASE,1349311031     PASE,HOSE,64.1299,64.1299,5/31/2023,4.7899,1080.1899
SO0058480-1,SO0058480,1,5/23/2023,PASEIH,9861,SPRAYS,2023,YPT056732,0,LEAKING OIL AT STEERING HAND PUMP.  SEE PICTURE,Unknown,The hose could not be separated from the T-piece. HOSE ATTACHED TO TEE REMOVED. ATTEMPT TO REMOVE THE T-CLAP HOSE FROM THE VICE. The hose could not be pushed in far enough to release the retaining fingers. I then tried unscrewing the coupling end. Order the appropriate hose,Error Code - Engine,"Harness - Installed, Pressure Sensor - Installed",SO0058480,1,Not Specified,1,PASE,32039511     PASE,TEE  RUN,56.7,56.7,5/31/2023,4.7899,1080.1899
SO0058542-1,SO0058542,1,5/31/2023,PASEIH,9861,SPRAYS,,YPT057018,24,FUEL SENDER OPEN,FAILED SENDING UNITPN: 51457614UNIT HRS: 19.75,Started troubleshooting the fuel sender code. CODES DRAWN AND TROUBLESHOOTING FOLLOWED AS PER ETIM. HOOD REMOVED FROM MACHINE. CHECKED VOLTAGE AND CABLES. Found it good. The connectors have been removed and checked to ensure that the pins are all secure and not damaged. WI,"Leak - Tank, Dirty - Tube",No Component Mentioned - No Component Mentioned,SO0058542,1,Not Specified,1,PASE,84145299     PASE,SENSOR,429,300.85,7/31/2023,2.8899,945.5899
SO0058616-1,SO0058616,1,5/31/2023,PASEIH,9861,SPRAYS,,YPT057018,24,OIL LEAK NEAR RIGHT REAR TIRE,FAULT HYDRAULIC TUBEPN: 51698614UNIT HRS: 21,Started troubleshooting hydraulic leak. RAN MACHINE FOR HEATING OIL. Started inspection and found oil leaking from pipe under engine near right rear wheel. HOSE THAT GOES INTO PIPE REMOVED AND O-RING REPLACED. Reinstalled and found it was still leaking. I found this hose,Not Mentioned - Not Mentioned,Bracket - Installed,SO0058616,1,Not Specified,0,PASE,CPS49     PKSYST,TUBE,0,0,7/31/2023,3.5698,839.7097
SO0058617-1,SO0058617,1,5/31/2023,PASEIH,9861,SPRAYS,,YPT057018,24,OIL LEAK NEAR RIGHT REAR TIRE,FAULT HYDRAULIC TUBEPN: 51698614UNIT HRS: 21,Started troubleshooting hydraulic leak. RAN MACHINE FOR HEATING OIL. Started inspection and found oil leaking from pipe under engine near right rear wheel. HOSE THAT GOES INTO PIPE REMOVED AND O-RING REPLACED. Reinstalled and found it was still leaking. I found this hose,"Broken - Windshield, Not Mentioned - Window","Front Hood - Removed, Wiper Blade - Removed, Fuel Tank - Drained, DEF Tank - Drained, Front LED Roof Cap Light - Removed, Front Window - Installed",SO0058617,1,Not Specified,1,PASE,84073307     PASE,O-RING,1.53,1.03,7/31/2023,3.5698,839.7097
SO0058617-3,SO0058617,3,5/31/2023,PASEIH,9861,SPRAYS,,YPT057018,24,OIL LEAK NEAR RIGHT REAR TIRE,FAULT HYDRAULIC TUBEPN: 51698614UNIT HRS: 21,Started troubleshooting hydraulic leak. RAN MACHINE FOR HEATING OIL. Started inspection and found oil leaking from pipe under engine near right rear wheel. HOSE THAT GOES INTO PIPE REMOVED AND O-RING REPLACED. Reinstalled and found it was still leaking. I found this hose,Leak - Axle,"Tire - Removed, Steering Cylinder - Removed, Air Suspension - Removed, Mount Plate - Removed",SO0058617,3,Not Specified,1,PASE,84305579     PASE,OIL HV46 5GAL HYDRAULIC,120.1201,90.62,7/31/2023,3.5698,839.7097
SO0058668-1,SO0058668,1,5/31/2023,PASEIH,9861,SPRAYS,,YPT057018,24,OIL LEAK NEAR RIGHT REAR TIRE,FAULT HYDRAULIC TUBEPN: 51698614UNIT HRS: 21,Started troubleshooting hydraulic leak. RAN MACHINE FOR HEATING OIL. Started inspection and found oil leaking from pipe under engine near right rear wheel. HOSE THAT GOES INTO PIPE REMOVED AND O-RING REPLACED. Reinstalled and found it was still leaking. I found this hose,"Leak - Bed, Loose - Bed",No Component Mentioned - No Component Mentioned,SO0058668,1,Not Specified,1,PASE,14130219     PASE,TUBE,79.9099,56.3999,7/31/2023,3.5698,839.7097
SO0058674-1,SO0058674,1,5/31/2023,PASEIH,9861,SPRAYS,,YPT057018,24,HYDRAULIC LEAK,NO ORING IN BOTTOM OIL COOLER FITTINGUNIT HRS 21PN: 9824051,Started troubleshooting oil leaks. It was found to be dripping down the right frame rail under the engine. FOLLOWED TRY TO THE RADIATOR. It was discovered that the fitting on the bottom of the oil cooler was leaking. The fitting was removed and it was discovered that there was no O-ring in it. O-RING INSTALLED. ATTACHED,Leak - Axle,No Component Mentioned - No Component Mentioned,SO0058674,1,Not Specified,1,OLD POLLAND,BN545225     PASE,O-RING,0.51,0.32,7/31/2023,1.6599,297.2299
SO0058674-2,SO0058674,2,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,HYDRAULIC LEAK,"FACTORY DID NOT TIGHTEN HOSE, PART NUMBER 90391635","CUSTOMER SERVICE CALL THE MACHINE TO FIND A LEAKING HOSE. FOUND THAT THE HOSE WITH PART NUMBER 90391635 WAS LEAKING DUE TO POOR QUALITY CONTROL AT THE FACTORY, HOSES NOT TIGHTLY CLOSED. O-RING FOR HOSE 90391635 REPLACED",Leak - Fuel Tank,Fuel Tank - Replaced,SO0058674,2,Not Specified,2,PASE,2333247     PASE,OIL HV46 5GAL HYDRAULIC,184.8,162.94,6/25/2023,2.6499,733.15
SO0058675-2,SO0058675,2,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,HYDRAULIC LEAK,"FACTORY DID NOT TIGHTEN HOSE, PART NUMBER 90391635","CUSTOMER SERVICE CALL THE MACHINE TO FIND A LEAKING HOSE. FOUND THAT THE HOSE WITH PART NUMBER 90391635 WAS LEAKING DUE TO POOR QUALITY CONTROL AT THE FACTORY, HOSES NOT TIGHTLY CLOSED. O-RING FOR HOSE 90391635 REPLACED",Leak - Fuel Tank,Left Fuel Tank - Reinstalled,SO0058675,2,Not Specified,1,PASE,32754444     PASE,KIT  SERVICE,52.8,42.53,6/25/2023,2.6499,733.15
SO0058682-1,SO0058682,1,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,HYD. LEAK ON HYD. TANK.,Unknown,REMOVE HOSE FROM TANK. Check if the O-ring is damaged and seated over the mounting surface. REINSTALLED AND FIXED. Check the other fittings on the tank. HAVE A PICTURE OF THE FIT THAT IS NOT TIGHT. BUT WAS NOT LEAKING. REFILLED HYD. TANK WITH GAL. FROM HYD. OIL.,"Missed - Planetary Gear, Missed - Thrust","Jam Nut - Retightened, Plug - Installed, No Component Mentioned - Drained, Tire - Removed",SO0058682,1,Not Specified,2,PASE,30434549     PASE,OIL HV46 5GAL HYDRAULIC,184.8,162.94,6/25/2023,4.1799,966.4599
SO0058682-2,SO0058682,2,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,Unknown,SERVICED HUBS AND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Got it from 5 gallons. BUCKET. REPLACES ENG. OIL AND FILTER.  29 QT ENG. OIL,Dirty - Tube,No Component Mentioned - No Component Mentioned,SO0058682,2,Not Specified,29,PASE,942-4448     PASE,10 40 semi synthetic,163.8499,124.12,6/25/2023,2.2098,952.5398
SO0058682-3,SO0058682,3,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,Unknown,SERVICED HUBS AND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Got it from 5 gallons. BUCKET. REPLACES ENG. OIL AND FILTER.  29 QT ENG. OIL,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058682,3,Not Specified,1,PASE,84090883     PASE,FILTER ELEMENT,39.81,24.65,6/25/2023,2.2098,952.5398
SO0058682-7,SO0058682,7,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,Unknown,SERVICED HUBS AND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Got it from 5 gallons. BUCKET. REPLACES ENG. OIL AND FILTER.  29 QT ENG. OIL,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058682,7,Not Specified,1,PASE,37837345     PASE,FILTER  ENGINE OIL,163,104.65,6/25/2023,2.2098,952.5398
SO0058682-8,SO0058682,8,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,67,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,Unknown,SERVICED HUBS AND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Got it from 5 gallons. BUCKET. REPLACES ENG. OIL AND FILTER.  29 QT ENG. OIL,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058682,8,Not Specified,1,PASE,3404531     PASE,FILTER  ELEMENT,182,112.71,6/25/2023,2.2098,952.5398
SO0058682-9,SO0058682,9,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,going to freeze winterize,Unknown,Empty the product tank and rinse tank. Lower the product boom and RECULATION system. Drain CHEMICAL INDUCTOR. Remove filter bowls and clean filters. Reinstall filters. Wait for RV antifreeze.  Fill the flush tank with 30 gallons. RV antifreeze.  Fill the product with the R,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058682,9,Not Specified,2,PASE,AF875     PASE,NIPPLE,20.5,10.34,1/18/2024,6.38,1678.9998
SO0058694-1,SO0058694,1,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,going to freeze winterize,Unknown,Empty the product tank and rinse tank. Lower the product boom and RECULATION system. Drain CHEMICAL INDUCTOR. Remove filter bowls and clean filters. Reinstall filters. Wait for RV antifreeze.  Fill the flush tank with 30 gallons. RV antifreeze.  Fill the product with the R,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058694,1,Not Specified,2,PICK,LF5172     PASE,RV ANTI FREEZE,520.6599,368.5,1/18/2024,6.38,1678.9998
SO0058699-1,SO0058699,1,5/31/2023,PASEIH,9861,SPRAYS,2023,YPT056751,119,going to freeze winterize,Unknown,Empty the product tank and rinse tank. Lower the product boom and RECULATION system. Drain CHEMICAL INDUCTOR. Remove filter bowls and clean filters. Reinstall filters. Wait for RV antifreeze.  Fill the flush tank with 30 gallons. RV antifreeze.  Fill the product with the R,Error Code - Machine,No Component Mentioned - No Component Mentioned,SO0058699,1,Not Specified,4,PK SYSTEMS,AF802     PASE,3/8 COUPLER,19,17.8398,1/18/2024,6.38,1678.9998
